ID,Cluster
766197148,1
766197149,1
766197150,0
766197151,4
766197152,1
766197153,1
766197154,1
766197155,1
766197156,1
766197157,1
766197158,1
766197159,4
766197160,0
766197161,4
766197162,4
766197163,1
766197164,4
766197165,1
766197166,4
766197167,1
766197168,1
766197169,1
766197170,1
766197171,1
766197172,1
766197173,2
766197174,1
766197175,1
766197176,1
766197177,1
766197178,1
766197179,2
766197180,1
766197181,5
766197182,2
766197183,3
766197184,1
766197185,0
766197187,1
766197188,1
766197189,4
766197190,1
766197191,1
766197192,4
766197193,1
766197194,1
766197195,0
766197196,1
766197197,1
766197198,1
766197199,6
766197200,1
766197201,1
766197202,1
766197203,4
766197204,1
766197205,1
766197206,4
766197207,1
766197208,1
766197209,0
766197210,1
766197211,2
766197212,4
766197213,1
766197214,1
766197215,4
766197216,1
766197217,1
766197218,1
766197219,1
766197220,1
766197221,2
766197222,1
766197223,1
766197224,1
766197225,4
766197226,1
766197227,1
766197228,1
766197229,4
766197230,2
766197231,1
766197232,1
766197233,1
766197234,1
766197235,1
766197236,1
766197237,1
766197238,1
766197239,1
766197240,1
766197241,1
766197242,1
766197243,1
766197244,1
766197245,1
766197246,1
766197247,4
766197248,1
766197249,1
766197250,2
766197251,4
766197252,5
766197253,1
766197254,1
766197255,1
766197256,1
766197257,4
766197258,1
766197259,1
766197260,1
766197261,4
766197262,1
766197263,1
766197264,4
766197265,1
766197266,1
766197267,1
766197268,1
766197269,1
766197270,1
766197271,1
766197272,4
766197273,4
766197274,1
766197275,1
766197276,1
766197277,5
766197278,1
766197279,1
766197280,1
766197281,1
766197282,1
766197283,1
766197284,4
766197285,1
766197286,2
766197287,1
766197288,1
766197289,2
766197290,3
766197291,4
766197292,5
766197293,1
766197294,1
766197295,4
766197296,0
766197297,1
766197298,6
766197299,2
766197300,4
766197301,1
766197302,1
766197303,1
766197304,3
766197305,0
766197306,1
766197307,1
766197308,4
766197309,1
766197310,1
766197311,1
766197312,1
766197313,1
766197314,0
766197315,1
766197316,1
766197317,1
766197318,1
766197319,4
766197320,6
766197321,4
766197322,4
766197323,1
766197324,1
766197325,1
766197326,4
766197327,1
766197328,4
766197329,4
766197330,4
766197331,1
766197332,1
766197333,1
766197334,2
766197335,1
766197336,1
766197337,4
766197338,4
766197339,1
766197340,1
766197341,1
766197342,1
766197343,1
766197344,1
766197345,1
766197346,1
766197347,1
766197348,1
766197349,1
766197350,1
766197351,1
766197352,1
766197353,1
766197354,4
766197355,1
766197356,4
766197357,1
766197358,1
766197359,1
766197360,4
766197361,4
766197362,1
766197363,1
766197364,4
766197365,1
766197366,1
766197367,1
766197368,1
766197369,1
766197370,1
766197371,4
766197372,4
766197373,4
766197374,1
766197375,1
766197376,1
766197377,4
766197378,1
766197379,1
766197380,1
766197381,4
766197382,1
766197383,4
766197384,1
766197385,1
766197386,1
766197387,1
766197388,5
766197389,0
766197390,1
766197391,1
766197392,4
766197393,5
766197394,2
766197395,1
766197396,1
766197397,1
766197398,2
766197399,4
766197400,1
766197401,1
766197402,1
766197403,4
766197404,1
766197405,1
766197406,1
766197407,4
766197408,4
766197409,1
766197410,1
766197411,1
766197412,4
766197413,1
766197414,1
766197415,4
766197416,4
766197417,1
766197418,1
766197419,4
766197420,1
766197421,4
766197422,2
766197423,4
766197424,1
766197425,4
766197426,1
766197427,2
766197428,1
766197429,1
766197430,2
766197431,2
766197432,1
766197433,1
766197434,1
766197435,1
766197436,1
766197437,1
766197438,1
766197439,1
766197440,3
766197441,5
766197442,1
766197443,1
766197444,5
766197445,1
766197446,1
766197447,1
766197448,1
766197449,1
766197450,5
766197451,4
766197452,1
766197453,1
766197454,4
766197455,4
766197456,1
766197457,1
766197458,1
766197459,4
766197460,1
766197461,4
766197462,4
766197463,5
766197464,1
766197465,1
766197466,1
766197467,5
766197468,1
766197469,1
766197470,0
766197471,1
766197472,0
766197473,1
766197474,4
766197475,1
766197476,1
766197477,4
766197478,1
766197479,1
766197480,1
766197481,1
766197482,1
766197483,1
766197484,1
766197485,0
766197486,1
